,sexo_F,sexo_M,posse_de_veiculo_N,posse_de_veiculo_Y,posse_de_imovel_N,posse_de_imovel_Y,possui_fone_comercial_0,possui_fone_comercial_1,possui_fone_0,possui_fone_1,possui_email_0,possui_email_1,mau_False,mau_True,possui_celular_1
1172,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
1173,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1178,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1181,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1183,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1184,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1185,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1187,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1189,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1190,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1193,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1196,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1197,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
1202,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1203,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
1204,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1207,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1212,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1215,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
1216,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1
1218,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
1224,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
1226,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1231,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1236,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1245,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1246,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1252,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1253,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1254,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1
1255,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1261,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1266,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1267,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
1269,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1271,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1277,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1278,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1283,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1285,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1286,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
1287,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1294,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
1297,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1301,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1302,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1306,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1310,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
1312,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
1314,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1315,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1321,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1323,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1325,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1329,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1331,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1333,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1334,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1336,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1338,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1344,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1
1347,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1353,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1354,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1360,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1361,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1364,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
1366,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1
1368,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1
1371,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1373,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1374,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1377,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
1378,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1381,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1383,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
1384,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1385,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1386,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1389,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1395,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1398,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1400,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1404,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1408,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1419,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1421,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1424,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1427,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1428,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1440,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1442,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1451,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1457,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1460,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1462,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1468,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1477,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1478,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1484,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1488,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1495,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1497,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1
1498,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
1503,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
1507,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
1508,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1511,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1519,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1520,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1524,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1525,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1526,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1527,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1528,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1532,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1535,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1537,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1539,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1540,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1541,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1544,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1546,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1547,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1548,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1553,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
1557,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1560,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1561,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
1564,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
1569,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1570,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1571,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1572,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1576,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1578,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
1581,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1582,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1583,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1584,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1587,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1588,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1591,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1
1592,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1593,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1596,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1598,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1599,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1601,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
1602,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1609,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1611,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1612,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1616,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1617,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1619,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1620,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
1622,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
1624,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1632,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
1633,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1635,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1637,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1642,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
1648,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1649,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
1651,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1656,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1657,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1663,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1665,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1671,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1673,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1677,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1682,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1685,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1690,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
1692,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1695,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1696,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1
1699,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1700,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1702,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1705,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1709,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1711,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
1713,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1714,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1716,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1719,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1720,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1723,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1724,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1726,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1731,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1732,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1733,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1734,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1736,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1739,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1742,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
1743,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
1747,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
1749,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1750,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1
1754,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1757,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
1762,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1764,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1766,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1767,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1768,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1770,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1771,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1778,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1780,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
1782,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1
1783,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1789,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1791,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1797,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1798,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1799,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1802,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1803,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1804,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1805,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
1806,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
1807,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1808,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1809,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1810,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
1811,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
1812,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
1813,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1814,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1816,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1821,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
1824,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1827,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1829,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1830,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1832,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1
1834,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1840,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1844,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1849,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1850,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1853,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1856,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1857,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1858,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1859,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1861,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1867,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1868,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1869,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1873,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1874,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1
1876,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1879,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1882,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1883,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1885,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1889,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1890,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1891,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1892,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1893,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1894,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
1895,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1897,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1901,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
1909,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1910,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1911,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1914,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
1915,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1916,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1917,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1920,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1923,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1925,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1933,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1936,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1938,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
1946,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
1947,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
1949,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1950,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1954,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1956,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
1958,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1960,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1961,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1964,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
1967,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1
1969,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1971,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1972,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1974,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1976,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1977,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1978,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1980,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
1987,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1989,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
1990,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1991,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1992,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1993,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1997,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
1998,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2001,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2002,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2003,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2005,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
2008,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
2012,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2014,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1
2019,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2020,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2021,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2025,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1
2026,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2028,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2030,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2032,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
2034,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
2037,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2045,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2049,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2052,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2054,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2059,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
2069,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2072,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2073,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1
2080,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2084,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2086,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
2089,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2092,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1
2098,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
2102,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2106,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2114,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
2115,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2117,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2119,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2121,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2125,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2127,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
2131,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2134,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
2136,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
2138,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2139,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2140,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2141,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2142,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
2143,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
2144,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2148,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2149,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2152,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2155,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2156,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
2162,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2163,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2166,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2168,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
2170,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2172,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2175,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
2177,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2178,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2179,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2181,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2182,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2183,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
2184,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2186,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
2187,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2189,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
2190,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2192,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2193,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
2194,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
2195,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2196,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2197,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2198,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
2199,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1
2201,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1
2202,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1
2203,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2204,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
2205,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
2206,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
2207,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
2208,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
2209,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2210,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2211,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
2212,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
2213,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1
2214,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1
2215,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1
2216,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
2217,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
2218,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1
2219,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
2220,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1
2222,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
2223,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
2224,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2225,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
2226,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
2227,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
